1	0.000000e+00
2	8.285430e-07
3	7.076817e-06
4	6.847173e-06
5	7.127220e-07
6	3.413909e-06
7	4.538877e-06
8	1.745372e-05
9	6.431918e-06
10	1.833979e-05
11	4.953685e-05
12	3.853142e-05
13	2.029821e-06
14	1.037468e-06
15	6.995773e-07
16	1.136833e-05
17	1.092711e-05
18	7.630509e-06
19	3.767390e-07
20	8.592551e-06
21	1.631748e-06
22	7.016405e-04
23	5.590748e-06
24	4.520328e-06
25	4.098785e-06
26	4.444157e-06
27	1.012947e-06
28	3.505247e-06
29	3.493487e-06
30	3.088745e-08
31	2.384550e-06
32	2.229780e-06
33	1.121743e-06
34	1.919955e-05
35	5.811673e-07
36	1.392295e-05
37	1.129078e-05
38	8.846502e-07
39	6.081780e-07
40	1.669147e-05
41	2.514248e-06
42	1.039649e-06
43	6.558682e-06
44	1.024946e-05
45	1.079926e-07
46	1.788763e-06
47	7.112203e-07
48	6.851362e-07
49	1.692315e-06
50	3.886878e-06
51	6.920454e-05
52	4.140940e-04
53	9.818772e-05
54	7.474704e-06
55	5.206583e-06
56	2.694371e-06
57	4.388449e-06
58	8.758874e-06
59	1.781437e-06
60	6.554743e-06
61	3.636243e-06
62	2.075927e-06
63	8.129745e-07
64	5.375393e-07
65	5.528246e-06
66	1.732671e-05
67	2.312768e-05
68	1.473737e-05
69	8.165318e-06
70	1.292159e-05
71	6.243150e-05
72	1.117223e-04
73	2.280375e-05
74	3.283059e-07
75	1.775786e-07
76	9.001570e-07
77	2.651565e-06
78	3.608777e-06
79	3.627773e-06
80	2.281568e-06
81	3.809469e-06
82	6.981482e-08
83	5.549487e-07
84	1.245743e-05
85	8.435088e-06
86	5.250593e-06
87	1.203899e-06
88	7.774811e-06
89	1.867990e-06
90	1.414100e-05
91	1.068716e-06
92	1.643706e-06
93	3.634127e-05
94	6.645741e-06
95	5.060700e-06
96	2.982136e-06
97	2.340787e-06
98	2.093718e-07
99	4.286710e-06
100	6.351321e-07
101	1.542862e-06
102	2.637087e-06
103	2.711738e-02
104	3.638778e-06
105	2.410996e-06
106	1.760514e-06
107	3.525306e-06
108	2.180220e-06
109	7.576590e-07
110	1.753649e-05
111	1.519626e-05
112	1.962212e-06
113	8.686913e-06
114	1.021453e-06
115	4.982848e-05
116	3.111190e-06
