1	0.000000e+00
2	1.427429e-07
3	7.639409e-07
4	1.136596e-06
5	2.540619e-05
6	1.757397e-07
7	0.000000e+00
8	0.000000e+00
9	9.984785e-08
10	3.861974e-07
11	8.747585e-06
12	8.834333e-06
13	1.044000e-05
14	4.057846e-07
15	9.812741e-07
16	9.093718e-06
17	0.000000e+00
18	0.000000e+00
19	7.937905e-08
20	2.713946e-06
21	4.141614e-06
22	6.942045e-08
23	7.473577e-07
24	7.832551e-06
25	2.381192e-06
26	2.812500e-06
27	1.353924e-07
28	1.924125e-07
29	1.729606e-06
30	0.000000e+00
31	0.000000e+00
32	5.204321e-07
33	2.583254e-06
34	4.754508e-06
35	2.298270e-06
36	3.063241e-07
37	2.449476e-05
38	8.754824e-06
39	2.534797e-06
40	6.216941e-08
41	3.417777e-07
42	2.720946e-05
43	4.001080e-08
44	1.101019e-06
45	1.829846e-06
46	2.753897e-06
47	9.604973e-07
48	5.355562e-06
49	1.418767e-07
50	1.315722e-07
51	2.871541e-06
52	4.761758e-06
53	8.385921e-06
54	3.913963e-07
55	1.532525e-06
56	0.000000e+00
57	0.000000e+00
58	3.151533e-06
59	5.106618e-07
60	5.341351e-06
61	5.890236e-07
62	2.274215e-07
63	5.273063e-07
64	6.971331e-06
65	1.005906e-05
66	3.959601e-06
67	6.565578e-05
68	1.380802e-06
69	2.976130e-06
70	2.309070e-06
71	7.778953e-07
72	3.248121e-06
73	1.182747e-07
74	1.477825e-07
75	0.000000e+00
76	0.000000e+00
77	3.596465e-06
78	1.357063e-07
79	1.610315e-07
80	2.079446e-06
81	0.000000e+00
82	3.774624e-06
83	1.763879e-06
84	2.640412e-08
85	2.700440e-06
86	1.261084e-07
87	1.644912e-06
88	4.546186e-07
89	3.830301e-07
90	5.708687e-08
91	1.329896e-07
92	1.672137e-04
93	2.757393e-07
94	0.000000e+00
95	0.000000e+00
96	0.000000e+00
97	1.804199e-07
98	8.339258e-05
99	4.852889e-06
100	8.575365e-07
101	3.449280e-07
102	2.459729e-07
103	4.610951e-07
104	2.290357e-07
105	4.918265e-06
106	4.353643e-04
107	4.820923e-07
108	1.435648e-07
109	8.286719e-06
110	1.582614e-06
111	9.195511e-06
112	5.447117e-07
113	8.109710e-07
114	8.843454e-07
115	3.454918e-07
116	3.933633e-06
117	9.204569e-07
118	3.634381e-05
119	3.708975e-06
120	9.786746e-07
121	1.675284e-06
122	8.288970e-07
123	4.908982e-06
124	6.797274e-06
125	5.996773e-04
126	9.313911e-07
127	4.530421e-06
128	2.048501e-05
129	1.246694e-06
130	4.318693e-06
131	1.287046e-06
132	2.920326e-06
133	1.334590e-06
134	8.164773e-07
135	7.070270e-06
136	8.172214e-05
137	1.708648e-04
138	7.241992e-06
139	1.171925e-06
140	1.971222e-06
141	7.022494e-06
142	1.554334e-06
143	6.350290e-08
144	3.619190e-07
145	1.289952e-05
146	1.159409e-05
147	0.000000e+00
148	3.836266e-07
149	1.515100e-06
150	2.412508e-06
151	4.982682e-06
152	4.952274e-06
153	1.058531e-06
154	7.518291e-06
155	8.689127e-06
156	3.990226e-05
157	2.041400e-06
158	1.533437e-06
159	6.762645e-06
160	3.932330e-06
161	9.008434e-07
162	6.132076e-06
163	6.054214e-06
164	1.152310e-08
165	4.801888e-06
166	2.388692e-06
167	2.559694e-06
168	9.174001e-06
169	1.150728e-06
170	0.000000e+00
171	1.673739e-07
172	2.450996e-06
173	5.986187e-06
174	2.758932e-07
175	2.069641e-06
176	3.258850e-06
177	4.897306e-06
178	0.000000e+00
179	4.694890e-07
180	2.225235e-06
181	1.576838e-07
182	2.665195e-06
183	2.833008e-06
184	4.967693e-06
185	1.771848e-05
186	0.000000e+00
187	0.000000e+00
188	0.000000e+00
189	8.052278e-07
190	4.365770e-06
191	3.426792e-06
192	0.000000e+00
193	0.000000e+00
194	0.000000e+00
195	1.970918e-06
196	3.726900e-07
197	0.000000e+00
198	0.000000e+00
199	0.000000e+00
200	6.808430e-04
201	3.666299e-06
202	5.684544e-06
203	0.000000e+00
204	0.000000e+00
205	0.000000e+00
206	0.000000e+00
207	0.000000e+00
208	0.000000e+00
209	6.291841e-07
210	2.702772e-06
211	3.670376e-06
212	5.135708e-06
213	6.394268e-06
214	5.284017e-08
215	7.965710e-07
216	2.157386e-05
217	0.000000e+00
218	5.177145e-06
219	1.395138e-06
220	4.589373e-05
221	8.349516e-07
222	5.471950e-07
223	1.448074e-04
224	4.550119e-06
225	7.920766e-05
226	4.422200e-06
227	1.202258e-06
228	2.371224e-05
229	5.554648e-06
230	3.400973e-06
231	1.442076e-06
232	3.203133e-06
233	2.519887e-07
234	2.571260e-06
235	3.649659e-07
236	1.033121e-05
237	2.331831e-05
238	7.847582e-07
239	8.560445e-07
240	8.599702e-07
241	3.400022e-06
242	5.203846e-06
243	3.584939e-07
244	1.580397e-07
245	4.342885e-05
246	4.496749e-07
247	7.067472e-06
248	1.841619e-06
249	8.566698e-07
250	1.153264e-06
251	7.364138e-08
252	1.504157e-05
253	1.834189e-08
254	1.687059e-06
255	4.873319e-06
256	0.000000e+00
257	3.877513e-07
258	1.010350e-06
259	4.864470e-07
260	4.137444e-07
261	2.431705e-06
262	3.058546e-07
263	4.847557e-07
264	1.950515e-06
265	4.548458e-06
266	0.000000e+00
267	2.011815e-06
268	4.160472e-06
269	8.661510e-06
270	1.799463e-06
271	2.365186e-07
272	2.353150e-06
273	1.083186e-07
274	2.022693e-06
275	1.097987e-05
276	4.461524e-06
277	9.662061e-06
278	4.850427e-08
279	3.797859e-07
280	3.043905e-07
281	6.398947e-07
282	2.819088e-04
283	5.378496e-06
284	2.259669e-06
285	1.823852e-06
286	3.388441e-07
287	1.396115e-07
288	1.455654e-06
289	5.895830e-07
290	1.348364e-05
291	5.102329e-06
292	4.945516e-06
293	3.863125e-06
294	5.835487e-06
295	6.244800e-06
296	9.992475e-07
297	1.315572e-06
298	4.011773e-05
299	3.672662e-06
300	8.453382e-06
301	1.081674e-04
302	1.736035e-07
303	5.247398e-06
304	1.674751e-06
305	2.421771e-06
306	3.585634e-04
307	1.492450e-06
308	2.126408e-06
309	4.460486e-07
310	4.567307e-06
311	4.602405e-07
312	2.380250e-06
313	4.126655e-07
314	1.886098e-07
315	1.641805e-07
316	1.228188e-05
317	5.981349e-07
318	9.651378e-07
319	3.482870e-07
320	4.271067e-06
321	5.028249e-06
322	4.061672e-07
323	4.277197e-06
324	0.000000e+00
325	8.583707e-08
326	2.457777e-07
327	2.289235e-06
328	1.896778e-06
329	1.093800e-05
330	3.214036e-07
331	1.464765e-06
332	1.292882e-06
333	1.750598e-07
334	1.076710e-06
335	1.129334e-06
336	5.470595e-07
337	1.338021e-07
338	8.016167e-06
339	8.898675e-07
340	6.400477e-06
341	7.206338e-06
342	1.267577e-05
343	2.248916e-06
344	7.675769e-07
345	5.271466e-06
346	1.183232e-05
347	1.071859e-06
348	3.019227e-06
349	3.079793e-07
350	4.483864e-07
351	0.000000e+00
352	2.857425e-06
353	2.288787e-08
354	0.000000e+00
355	1.147146e-05
356	5.808027e-07
357	8.136481e-06
358	2.222405e-06
359	3.464198e-06
360	1.021694e-06
361	8.646981e-07
362	2.515735e-06
363	3.215474e-07
364	3.860413e-07
365	0.000000e+00
366	0.000000e+00
367	1.876637e-06
368	8.645400e-06
369	3.334159e-07
370	5.693849e-07
371	1.083126e-06
